row,order_number,serial_number,reason
1521,4983,MS2506102A3116,"Duplicate serial (same product, no update needed)"
1522,4983,MS2506102A2779,"Duplicate serial (same product, no update needed)"
1523,4983,MS2506102A3117,"Duplicate serial (same product, no update needed)"
1524,4983,MS2506102A3115,"Duplicate serial (same product, no update needed)"
1525,4983,MS2506102A3118,"Duplicate serial (same product, no update needed)"
1526,4983,MS2506102A3096,"Duplicate serial (same product, no update needed)"
1527,4983,MS2506102A3104,"Duplicate serial (same product, no update needed)"
1528,4983,SYS119116181486,"Duplicate serial (same product, no update needed)"
1529,5007,AS250726121694,"Duplicate serial (same product, no update needed)"
1530,5007,AS250726121669,"Duplicate serial (same product, no update needed)"
1531,5007,AS250725112460,"Duplicate serial (same product, no update needed)"
1532,5007,AS250725111688,"Duplicate serial (same product, no update needed)"
1533,5007,AS250726120359,"Duplicate serial (same product, no update needed)"
1534,5007,AS250726120357,"Duplicate serial (same product, no update needed)"
1535,5007,AS250725110584,"Duplicate serial (same product, no update needed)"
1536,5007,AS2506161A0630,"Duplicate serial (same product, no update needed)"
1537,5007,AS2506161A0527,"Duplicate serial (same product, no update needed)"
1538,5007,AS2506181A0981,"Duplicate serial (same product, no update needed)"
1539,5007,AS2506181A1040,"Duplicate serial (same product, no update needed)"
1540,5007,SYS119119129963,"Duplicate serial (same product, no update needed)"
1541,5009,SYS119118145876,"Duplicate serial (same product, no update needed)"
1542,5023,SYS11911SI22140,"Duplicate serial (same product, no update needed)"
1543,5049,MS2507251C1121,"Duplicate serial (same product, no update needed)"
1544,5049,MS2507251C1217,"Duplicate serial (same product, no update needed)"
1545,5049,MS2507251C1219,"Duplicate serial (same product, no update needed)"
1546,5049,MS2507251C1218,"Duplicate serial (same product, no update needed)"
1547,5049,MS2507251C1211,"Duplicate serial (same product, no update needed)"
1548,5049,MS2507251C1087,"Duplicate serial (same product, no update needed)"
1549,5049,SYS1191161D8880,"Duplicate serial (same product, no update needed)"
1550,5075,MS2507251C0987,"Duplicate serial (same product, no update needed)"
1551,5075,MS2507251C0980,"Duplicate serial (same product, no update needed)"
1552,5075,MS2507251C0972,"Duplicate serial (same product, no update needed)"
1553,5075,MS2507251C1140,"Duplicate serial (same product, no update needed)"
1554,5075,MS2507251C0979,"Duplicate serial (same product, no update needed)"
1555,5075,MS2507251C0430,"Duplicate serial (same product, no update needed)"
1556,5075,SYS1191161E1061,"Duplicate serial (same product, no update needed)"
1563,5101,AS2511132A3210,"Duplicate serial (same product, no update needed)"
1564,5101,AS2511132A3213,"Duplicate serial (same product, no update needed)"
1565,5101,AS2511132A2494,"Duplicate serial (same product, no update needed)"
1566,5101,AS2511132A3415,"Duplicate serial (same product, no update needed)"
1567,5101,AS2511132A3201,"Duplicate serial (same product, no update needed)"
1568,5101,AS2511132A3177,"Duplicate serial (same product, no update needed)"
1569,5101,AS2511132A3443,"Duplicate serial (same product, no update needed)"
1570,5101,AS2511132A3445,"Duplicate serial (same product, no update needed)"
1571,5101,AS2511132A3436,"Duplicate serial (same product, no update needed)"
1572,5101,SYS119118144055,"Duplicate serial (same product, no update needed)"
1573,5108,MS2507251C1230,"Duplicate serial (same product, no update needed)"
1574,5108,MS2507251C1105,"Duplicate serial (same product, no update needed)"
1575,5108,(empty),Empty serial_number
1576,5108,MS2507251C1090,"Duplicate serial (same product, no update needed)"
1577,5108,(empty),Empty serial_number
1578,5108,MS2507251C1117,"Duplicate serial (same product, no update needed)"
1579,5108,(empty),Empty serial_number
1580,5108,MS2507251C1263,"Duplicate serial (same product, no update needed)"
1581,5108,(empty),Empty serial_number
1582,5108,MS2507251C1131,"Duplicate serial (same product, no update needed)"
1583,5108,SYS1191161D8804,"Duplicate serial (same product, no update needed)"
1584,5111,SYS1191161D7491,"Duplicate serial (same product, no update needed)"
1585,5113,AS250725110517,"Duplicate serial (same product, no update needed)"
1586,5113,(empty),Empty serial_number
1587,5113,AS250725110601,"Duplicate serial (same product, no update needed)"
1588,5113,(empty),Empty serial_number
1589,5113,AS250725110578,"Duplicate serial (same product, no update needed)"
1590,5113,(empty),Empty serial_number
1591,5113,AS250725112020,"Duplicate serial (same product, no update needed)"
1592,5113,(empty),Empty serial_number
1593,5113,AS250725110621,"Duplicate serial (same product, no update needed)"
1594,5113,(empty),Empty serial_number
1595,5113,AS250725110616,"Duplicate serial (same product, no update needed)"
1596,5113,SYS1191161D6612,"Duplicate serial (same product, no update needed)"
1597,5114,MS2507251C1251,"Duplicate serial (same product, no update needed)"
1598,5114,(empty),Empty serial_number
1599,5114,MS2507251C1261,"Duplicate serial (same product, no update needed)"
1600,5114,(empty),Empty serial_number
1601,5114,MS2507251C1241,"Duplicate serial (same product, no update needed)"
1602,5114,(empty),Empty serial_number
1603,5114,MS2507251C1156,"Duplicate serial (same product, no update needed)"
1604,5114,(empty),Empty serial_number
1605,5114,MS2507251C0950,"Duplicate serial (same product, no update needed)"
1606,5114,(empty),Empty serial_number
1607,5114,MS2507251C1178,"Duplicate serial (same product, no update needed)"
1608,5114,SYS1191161D9590,"Duplicate serial (same product, no update needed)"
1609,5116,RSBB1M0020825082899,"Duplicate serial (same product, no update needed)"
1610,5116,RSBB1M0020825082905,"Duplicate serial (same product, no update needed)"
1611,5116,RSBB1M0020825082904,"Duplicate serial (same product, no update needed)"
1612,5116,RSBB1M0020825082907,"Duplicate serial (same product, no update needed)"
1613,5116,RSBB1M0020825082876,"Duplicate serial (same product, no update needed)"
1614,5116,RSBB1M0020825082913,"Duplicate serial (same product, no update needed)"
1615,5116,RSBB1M0020825082916,"Duplicate serial (same product, no update needed)"
1616,5116,RSBB1M0020825082909,"Duplicate serial (same product, no update needed)"
1617,5116,RSBB1M0020825082880,"Duplicate serial (same product, no update needed)"
1618,5116,SYS119118144569,"Duplicate serial (same product, no update needed)"
1619,5123,AS250428112139,"Duplicate serial (same product, no update needed)"
1620,5123,AS250429110376,"Duplicate serial (same product, no update needed)"
1621,5123,AS250428112100,"Duplicate serial (same product, no update needed)"
1622,5123,AS250428112655,"Duplicate serial (same product, no update needed)"
1623,5123,AS250428112551,"Duplicate serial (same product, no update needed)"
1624,5123,AS250428112958,"Duplicate serial (same product, no update needed)"
1625,5123,SYS1191161E3852,"Duplicate serial (same product, no update needed)"
1626,5125,MS2507082A5036,"Duplicate serial (same product, no update needed)"
1627,5125,MS2507082A5049,"Duplicate serial (same product, no update needed)"
1628,5125,MS2507082A5053,"Duplicate serial (same product, no update needed)"
1629,5125,MS2507082A5052,"Duplicate serial (same product, no update needed)"
1630,5125,MS2507082A5061,"Duplicate serial (same product, no update needed)"
1631,5125,MS2507082A5056,"Duplicate serial (same product, no update needed)"
1632,5125,SYS1191161E3299,"Duplicate serial (same product, no update needed)"
1633,5131,AS2503081C3402,"Duplicate serial (same product, no update needed)"
1634,5131,AS2503081C2157,"Duplicate serial (same product, no update needed)"
1635,5131,AS2503081C2426,"Duplicate serial (same product, no update needed)"
1636,5131,AS2503081C3198,"Duplicate serial (same product, no update needed)"
1637,5131,AS2503081C2154,"Duplicate serial (same product, no update needed)"
1638,5131,AS2503081C3127,"Duplicate serial (same product, no update needed)"
1639,5131,AS2503081C3110,"Duplicate serial (same product, no update needed)"
1640,5131,AS2503081C2436,"Duplicate serial (same product, no update needed)"
1641,5131,SYS1191161D8032,"Duplicate serial (same product, no update needed)"
1642,5148,AS250428112046,"Duplicate serial (same product, no update needed)"
1643,5148,AS250428112543,"Duplicate serial (same product, no update needed)"
1644,5148,AS250428113000,"Duplicate serial (same product, no update needed)"
1645,5148,AS250429110342,"Duplicate serial (same product, no update needed)"
1646,5148,AS250429110368,"Duplicate serial (same product, no update needed)"
1647,5148,AS250429110123,"Duplicate serial (same product, no update needed)"
1648,5148,SYS1191161E1389,"Duplicate serial (same product, no update needed)"
1649,5150,MS2508111B0724,"Duplicate serial (same product, no update needed)"
1650,5150,MS2508111B0878,"Duplicate serial (same product, no update needed)"
1651,5150,MS2508101B5047,"Duplicate serial (same product, no update needed)"
1652,5150,MS2508111B0725,"Duplicate serial (same product, no update needed)"
1653,5150,MS2508111B0707,"Duplicate serial (same product, no update needed)"
1654,5150,MS2508111B0817,"Duplicate serial (same product, no update needed)"
1655,5150,SYS1191161E2432,"Duplicate serial (same product, no update needed)"
1656,5152,RSBB1M0270825094029,"Duplicate serial (same product, no update needed)"
1657,5152,RSBB1M0270825094028,"Duplicate serial (same product, no update needed)"
1658,5152,RSBB1M0270825094034,"Duplicate serial (same product, no update needed)"
1659,5152,RSBB1M0270825094026,"Duplicate serial (same product, no update needed)"
1660,5152,RSBB1M0270825094021,"Duplicate serial (same product, no update needed)"
1661,5152,RSBB1M0270825094015,"Duplicate serial (same product, no update needed)"
1662,5152,RSBB1M0270825094061,"Duplicate serial (same product, no update needed)"
1663,5152,RSBB1M0270825094045,"Duplicate serial (same product, no update needed)"
1664,5152,RSBB1M0270825093809,"Duplicate serial (same product, no update needed)"
1665,5152,SYS119118145772,"Duplicate serial (same product, no update needed)"
1666,5153,AS2505281C5082,"Duplicate serial (same product, no update needed)"
1667,5153,AS2505281C4133,"Duplicate serial (same product, no update needed)"
1668,5153,AS2505281C5455,"Duplicate serial (same product, no update needed)"
1669,5153,AS250725112045,"Duplicate serial (same product, no update needed)"
1670,5153,AS250725110625,"Duplicate serial (same product, no update needed)"
1671,5153,AS250725110626,"Duplicate serial (same product, no update needed)"
1672,5153,AS250725110590,"Duplicate serial (same product, no update needed)"
1673,5153,AS250725110596,"Duplicate serial (same product, no update needed)"
1674,5153,AS250725110612,"Duplicate serial (same product, no update needed)"
1675,5153,SYS119118145103,"Duplicate serial (same product, no update needed)"
1676,5156,MS2508211A2051,"Duplicate serial (same product, no update needed)"
1677,5156,MS2508211A2086,"Duplicate serial (same product, no update needed)"
1678,5156,MS2508211A2082,"Duplicate serial (same product, no update needed)"
1679,5156,MS2508211A2039,"Duplicate serial (same product, no update needed)"
1680,5156,MS2508211A2111,"Duplicate serial (same product, no update needed)"
1681,5156,MS2508211A2126,"Duplicate serial (same product, no update needed)"
1682,5156,MS2508211A2036,"Duplicate serial (same product, no update needed)"
1683,5156,MS2508211A2139,"Duplicate serial (same product, no update needed)"
1684,5156,MS2508211A2055,"Duplicate serial (same product, no update needed)"
1685,5156,MS2508211A1926,"Duplicate serial (same product, no update needed)"
1686,5156,SYS119119132759,"Duplicate serial (same product, no update needed)"
1687,5158,MS2508111B0765,"Duplicate serial (same product, no update needed)"
1688,5158,MS2508101B5291,"Duplicate serial (same product, no update needed)"
1689,5158,MS2508111B0854,"Duplicate serial (same product, no update needed)"
1690,5158,MS2508111B0862,"Duplicate serial (same product, no update needed)"
1691,5158,MS2508111B0874,"Duplicate serial (same product, no update needed)"
1692,5158,MS2508111B0824,"Duplicate serial (same product, no update needed)"
1693,5158,SYS1191161E3003,"Duplicate serial (same product, no update needed)"
1694,5159,MS2508111B0870,"Duplicate serial (same product, no update needed)"
1695,5159,MS2508111B0695,"Duplicate serial (same product, no update needed)"
1696,5159,MS2508111B0281,"Duplicate serial (same product, no update needed)"
1697,5159,MS2508111B0828,"Duplicate serial (same product, no update needed)"
1698,5159,MS2508111B0825,"Duplicate serial (same product, no update needed)"
1699,5159,MS2508111B0832,"Duplicate serial (same product, no update needed)"
1700,5159,SYS1191161E1556,"Duplicate serial (same product, no update needed)"
1701,5160,MS2508111B0651,"Duplicate serial (same product, no update needed)"
1702,5160,MS2508111B0899,"Duplicate serial (same product, no update needed)"
1703,5160,MS2508111B0860,"Duplicate serial (same product, no update needed)"
1704,5160,MS2508111B0671,"Duplicate serial (same product, no update needed)"
1705,5160,MS2508111B0857,"Duplicate serial (same product, no update needed)"
1706,5160,MS2508111B0849,"Duplicate serial (same product, no update needed)"
1707,5160,MS2508111B0305,"Duplicate serial (same product, no update needed)"
1708,5160,SYS1191161D9184,"Duplicate serial (same product, no update needed)"
